Value,
"ASSEMBLY - AV"
"BEARING - BG"
"BELT,TIMING - BM"
"BELTING - BO"
"BLADE - BT"
"CABLE - CQ"
"CAMERA - CS"
"CIRCUIT BREAKER - DP"
"COMPUTER - ED"
"CONSOLE - EJ"
"CONVEYOR - ES"
"COUPLING - FA"
"DIAGNOSTICS - FO"
"DIVERTER - FY"
"FEEDER - HI"
"FUSE - IE"
"GATE - IJ"
"INK JET PRINTER - JR"
"JAM - KB"
"MECHANISM - LP"
"PHOTOCELL - NC"
"RACK - OE"
"SENSOR - PS"
"SOFTWARE - QN"
"SPRING - QT"
"STRAPPING - RB"
"SWITCH - RI"
"WIRING - UE"
"O-RING/RING - UG"
